name,frame,channel,channel_name,absdiff_mean,absdiff_max,signed_mean_delta,positive_delta_frac_gt_0p01,negative_delta_frac_lt_minus_0p01
oracle_minus_selector,1,1,cloud_probability,0.06895702332258224,0.9921568632125854,-0.06502073258161545,0.0455859375,0.221171875
oracle_minus_selector,1,2,white_cloud,0.07103358209133148,1.0,-0.07103358209133148,0.0,0.1295703125
oracle_minus_selector,1,3,cirrus,0.0,0.0,0.0,0.0,0.0
oracle_minus_selector,1,4,high_cloud,0.25790244340896606,1.0,-0.25508078932762146,0.011484375,0.374765625
oracle_minus_selector,1,5,medium_cloud,0.22515568137168884,1.0,-0.20198415219783783,0.0692578125,0.394609375
oracle_minus_selector,1,6,aot_on_cloud,0.015719182789325714,0.1822376251220703,0.011209116317331791,0.1277734375,0.042109375
oracle_minus_selector,1,7,visible_gray,0.14305540919303894,0.8549019694328308,-0.14085957407951355,0.012578125,0.471328125
oracle_minus_selector,2,0,cloud_mask_or_fraction,0.508212685585022,1.0,-0.508212685585022,0.0,0.6687109375
oracle_minus_selector,2,1,cloud_probability,0.19549152255058289,0.9431372284889221,-0.19096775352954865,0.0191015625,0.6531640625
oracle_minus_selector,2,2,white_cloud,0.508212685585022,1.0,-0.508212685585022,0.0,0.6687109375
oracle_minus_selector,2,3,cirrus,0.0,0.0,0.0,0.0,0.0
oracle_minus_selector,2,4,high_cloud,0.43648529052734375,1.0,-0.4321874976158142,0.0086328125,0.5784375
oracle_minus_selector,2,5,medium_cloud,0.2515653967857361,1.0,-0.22755318880081177,0.0554296875,0.40515625
oracle_minus_selector,2,6,aot_on_cloud,0.04172400385141373,0.1822376251220703,-0.017189878970384598,0.1095703125,0.4748828125
oracle_minus_selector,2,7,visible_gray,0.2643009424209595,1.0,-0.2634422779083252,0.0027734375,0.787265625
oracle_minus_selector,3,0,cloud_mask_or_fraction,0.45231491327285767,1.0,-0.3957820236682892,0.0925,0.6512890625
oracle_minus_selector,3,1,cloud_probability,0.22130241990089417,0.9960784316062927,-0.22130241990089417,0.0,0.6739453125
oracle_minus_selector,3,2,white_cloud,0.45231491327285767,1.0,-0.3957820236682892,0.0925,0.6512890625
oracle_minus_selector,3,3,cirrus,0.0,0.0,0.0,0.0,0.0
oracle_minus_selector,3,4,high_cloud,0.42488133907318115,1.0,-0.3256250023841858,0.157265625,0.541171875
oracle_minus_selector,3,5,medium_cloud,0.2604900002479553,1.0,-0.18886332213878632,0.178359375,0.39140625
oracle_minus_selector,3,6,aot_on_cloud,0.054794274270534515,0.13333334028720856,0.01812533289194107,0.4664453125,0.3153125
oracle_minus_selector,3,7,visible_gray,0.2574889063835144,1.0,-0.19503098726272583,0.20296875,0.6682421875
