template_index,mode_index,mode,template_sample_id,template_location,template_anchor,template_coverage,pred_loss_wm2,target_loss_wm2,abs_error_wm2,score,image_l1_vs_input,coverage,coverage_base
63,0,keep,oslo_no_20250715T110000Z_s2a_msil2a_20250715t1047,oslo_no,2025-07-15T11:00:00+00:00,0.4128282566865285,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
64,0,keep,oslo_no_20250715T110000Z_s2b_msil2a_20250715t1036,oslo_no,2025-07-15T11:00:00+00:00,0.4357278347015381,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
65,0,keep,athens_gr_20250514T090000Z_s2c_msil2a_20250514t0906,athens_gr,2025-05-14T09:00:00+00:00,0.47642800211906433,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
66,0,keep,milan_it_20250527T100000Z_s2a_msil2a_20250527t1020,milan_it,2025-05-27T10:00:00+00:00,0.4452997048695882,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
67,0,keep,reykjavik_is_20250222T130000Z_s2c_msil2a_20250222t1303,reykjavik_is,2025-02-22T13:00:00+00:00,0.4449195961157481,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
68,0,keep,reykjavik_is_20250425T130000Z_s2a_msil2a_20250425t1303,reykjavik_is,2025-04-25T13:00:00+00:00,0.46014536420504254,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
69,0,keep,milan_it_20250525T100000Z_s2c_msil2a_20250525t1016,milan_it,2025-05-25T10:00:00+00:00,0.474035104115804,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
70,0,keep,reykjavik_is_20250327T130000Z_s2c_msil2a_20250327t1313,reykjavik_is,2025-03-27T13:00:00+00:00,0.4779710868994395,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
71,0,keep,milan_it_20241116T100000Z_s2a_msil2a_20241116t1023,milan_it,2024-11-16T10:00:00+00:00,0.4266733129819234,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
72,0,keep,oslo_no_20250715T110000Z_s2b_msil2a_20250715t1036,oslo_no,2025-07-15T11:00:00+00:00,0.4710356791814168,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
73,0,keep,athens_gr_20250424T090000Z_s2c_msil2a_20250424t0906,athens_gr,2025-04-24T09:00:00+00:00,0.48940539360046387,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
74,0,keep,reykjavik_is_20241112T130000Z_s2b_msil2a_20241112t1313,reykjavik_is,2024-11-12T13:00:00+00:00,0.4246074954668681,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
